Entity,branch location,rental_duration_days,location_type,Vehicle_Make_Model,Vehicle_Group,price_SAR,is_loyalty_available
Sixt,Al Hofuf Train Station,30_days,Train,Kia Telluride ,SUV,10928.79,No
Sixt,Riyadh Airport Terminal 3,7_days,Airport,Tesla Model Y,SEDAN,11206.6,No
Sixt,Riyadh Al Malaz Train Station,30_days,Train,Toyota Fortuner,SUV,11212.5,No
Sixt,Dammam Prince Naif Road,30_days,Downtown,Toyota Fortuner,SUV,11286.6,No
Sixt,Dammam King Fahad Road,30_days,Downtown,Toyota Fortuner,SUV,11286.6,No
Sixt,Al Hofuf Train Station,30_days,Train,Toyota Fortuner,SUV,11286.83,No
Sixt,Riyadh Al Malaz Train Station,30_days,Train,Kia Telluride ,SUV,11399.05,No
Sixt,Riyadh Al Thumama Station,7_days,Train,BMW 730,SEDAN,11440.19,No
Sixt,Riyadh Al Thumama Station,30_days,Train,Toyota Highlander Hybrid,SUV,11449.21,No
Sixt,Riyadh Airport Terminal 5,30_days,Airport,Toyota Fortuner,SUV,11700,No
Sixt,Riyadh Airport Terminal 3,30_days,Airport,Toyota Fortuner,SUV,11700,No
Sixt,Riyadh Airport Terminal 5,30_days,Airport,Kia Telluride ,SUV,11894.66,No
Sixt,Riyadh Airport Terminal 3,30_days,Airport,Kia Telluride ,SUV,11894.66,No
Sixt,Dammam Train Station,7_days,Train,BMW 730,SEDAN,12012.3,No
Sixt,Dammam Train Station,30_days,Train,Kia Telluride ,SUV,12021.43,No
Sixt,Riyadh Olaya King Fahad Road,30_days,Downtown,Toyota Highlander Hybrid,SUV,12048.76,No
Sixt,Dammam Train Station,30_days,Train,Toyota Fortuner,SUV,12415.26,No
Sixt,Riyadh Al Malaz Train Station,30_days,Train,Toyota Highlander Hybrid,SUV,12567.86,No
Sixt,Riyadh Al Thumama Station,30_days,Train,Tesla Model 3,SEDAN,12906.19,No
Sixt,Dammam Airport,7_days,Airport,BMW 730,SEDAN,13104.33,No
Sixt,Riyadh Airport Terminal 3,7_days,Airport,BMW 730,SEDAN,13104.33,No
Sixt,Dammam Airport,30_days,Airport,Kia Telluride ,SUV,13114.29,No
Sixt,Riyadh Airport Terminal 5,30_days,Airport,Toyota Highlander Hybrid,SUV,13114.29,No
Sixt,Riyadh Airport Terminal 3,30_days,Airport,Toyota Highlander Hybrid,SUV,13114.29,No
Sixt,Al Hofuf Train Station,30_days,Train,Toyota Highlander Hybrid,SUV,13283.46,No
Sixt,Dammam Prince Naif Road,30_days,Downtown,Toyota Highlander Hybrid,SUV,13283.68,No
Sixt,Dammam King Fahad Road,30_days,Downtown,Toyota Highlander Hybrid,SUV,13283.68,No
Sixt,Dammam Airport,30_days,Airport,Toyota Fortuner,SUV,13543.92,No
Sixt,Riyadh Olaya King Fahad Road,30_days,Downtown,Tesla Model 3,SEDAN,13582.54,No
Sixt,Riyadh Airport Terminal 5,7_days,Airport,Mercedes Benz 450,SEDAN,14147.16,No
Sixt,Dammam Train Station,30_days,Train,Toyota Highlander Hybrid,SUV,14612.04,No
Sixt,Riyadh Airport Terminal 5,30_days,Airport,Tesla Model 3,SEDAN,14783.04,No
Sixt,Riyadh Airport Terminal 3,30_days,Airport,Tesla Model 3,SEDAN,14783.04,No
Sixt,Riyadh Al Thumama Station,7_days,Train,Mercedes Benz 450,SEDAN,14869.77,No
Sixt,Riyadh Airport Terminal 5,7_days,Airport,Porsche Tycan 4S Cross Turismo,SPECIAL_COUPE,15060.06,No
Sixt,Al Hofuf Train Station,30_days,Train,BMW 520,SEDAN,15791.33,No
Sixt,Dammam ARAMCO Private Aviation,30_days,Airport,BMW 520,SEDAN,15791.53,No
Sixt,Dammam Prince Naif Road,30_days,Downtown,BMW 520,SEDAN,15791.53,No
Sixt,Dammam King Fahad Road,30_days,Downtown,BMW 520,SEDAN,15791.53,No
Sixt,Riyadh Al Thumama Station,7_days,Train,Porsche Tycan 4S Cross Turismo,SPECIAL_COUPE,15829.5,No
Sixt,Dammam Airport,30_days,Airport,Toyota Highlander Hybrid,SUV,15940.41,No
Sixt,Riyadh Al Thumama Station,30_days,Train,BMW 520,SEDAN,16543.3,No
Sixt,Riyadh Olaya King Fahad Road,7_days,Downtown,Porsche Tycan 4S Cross Turismo,SPECIAL_COUPE,16659.16,No
Sixt,Riyadh Airport Terminal 3,7_days,Airport,Mercedes Benz 450,SEDAN,17033.18,No
Sixt,Dammam Train Station,30_days,Train,BMW 520,SEDAN,17370.68,No
Sixt,Riyadh Olaya King Fahad Road,30_days,Downtown,BMW 520,SEDAN,17410.72,No
Sixt,Riyadh Airport Terminal 3,7_days,Airport,Porsche Tycan 4S Cross Turismo,SPECIAL_COUPE,18132.32,No
Sixt,Riyadh Al Malaz Train Station,30_days,Train,BMW 520,SEDAN,18160.25,No
Sixt,Dammam Airport,30_days,Airport,BMW 520,SEDAN,18949.83,No
Sixt,Riyadh Airport Terminal 5,30_days,Airport,BMW 520,SEDAN,18949.83,No
Sixt,Riyadh Airport Terminal 3,30_days,Airport,BMW 520,SEDAN,18949.83,No
Sixt,Al Hofuf Train Station,30_days,Train,Chevrolet Tahoe,SUV,19018.12,No
Sixt,Dammam Prince Naif Road,30_days,Downtown,Chevrolet Tahoe,SUV,19018.13,No
Sixt,Dammam King Fahad Road,30_days,Downtown,Chevrolet Tahoe,SUV,19018.13,No
Sixt,Riyadh Al Thumama Station,30_days,Train,Chevrolet Tahoe,SUV,19923.75,No
Sixt,Dammam Train Station,30_days,Train,Chevrolet Tahoe,SUV,20919.94,No
Sixt,Riyadh Olaya King Fahad Road,30_days,Downtown,Chevrolet Tahoe,SUV,20967.37,No
Sixt,Riyadh Al Malaz Train Station,30_days,Train,Chevrolet Tahoe,SUV,21870.84,No
Sixt,Dammam Airport,30_days,Airport,Chevrolet Tahoe,SUV,22821.75,No
Sixt,Riyadh Airport Terminal 5,30_days,Airport,Chevrolet Tahoe,SUV,22821.75,No
Sixt,Riyadh Airport Terminal 3,30_days,Airport,Chevrolet Tahoe,SUV,22821.75,No
Sixt,Riyadh Al Thumama Station,30_days,Train,Toyota Land Cruiser,SUV,23315.25,No
Sixt,Dammam Prince Naif Road,30_days,Downtown,Toyota Land Cruiser,SUV,23367.91,No
Sixt,Dammam King Fahad Road,30_days,Downtown,Toyota Land Cruiser,SUV,23367.91,No
Sixt,Al Hofuf Train Station,30_days,Train,Toyota Land Cruiser,SUV,23367.99,No
Sixt,Riyadh Olaya King Fahad Road,30_days,Downtown,Toyota Land Cruiser,SUV,24537.05,No
Sixt,Riyadh Al Malaz Train Station,30_days,Train,Toyota Land Cruiser,SUV,25593.51,No
Sixt,Dammam Train Station,30_days,Train,Toyota Land Cruiser,SUV,25704.7,No
Sixt,Riyadh Airport Terminal 5,30_days,Airport,Toyota Land Cruiser,SUV,26706.27,No
Sixt,Riyadh Airport Terminal 3,30_days,Airport,Toyota Land Cruiser,SUV,26706.27,No
Sixt,Dammam Airport,30_days,Airport,Toyota Land Cruiser,SUV,28041.49,No
Sixt,Riyadh Al Thumama Station,30_days,Train,Tesla Model Y,SEDAN,37961.19,No
Sixt,Riyadh Olaya King Fahad Road,30_days,Downtown,Tesla Model Y,SEDAN,39947.72,No
Sixt,Riyadh Al Malaz Train Station,30_days,Train,Tesla Model Y,SEDAN,41669.03,No
Sixt,Al Hofuf Train Station,30_days,Train,BMW 730,SEDAN,42281.92,No
Sixt,Dammam ARAMCO Private Aviation,30_days,Airport,BMW 730,SEDAN,42282.39,No
Sixt,Dammam Prince Naif Road,30_days,Downtown,BMW 730,SEDAN,42282.39,No
Sixt,Dammam King Fahad Road,30_days,Downtown,BMW 730,SEDAN,42282.39,No
Sixt,Riyadh Airport Terminal 5,30_days,Airport,Tesla Model Y,SEDAN,43480.72,No
Sixt,Riyadh Airport Terminal 3,30_days,Airport,Tesla Model Y,SEDAN,43480.72,No
Sixt,Riyadh Al Thumama Station,30_days,Train,BMW 730,SEDAN,44295.35,No
Sixt,Dammam Train Station,30_days,Train,BMW 730,SEDAN,46510.62,No
Sixt,Riyadh Al Malaz Train Station,30_days,Train,BMW 730,SEDAN,48624.74,No
Sixt,Dammam Airport,30_days,Airport,BMW 730,SEDAN,50738.86,No
Sixt,Riyadh Airport Terminal 5,30_days,Airport,BMW 730,SEDAN,50738.86,No
Sixt,Riyadh Airport Terminal 3,30_days,Airport,BMW 730,SEDAN,50738.86,No
Sixt,Riyadh Al Thumama Station,30_days,Train,Mercedes Benz 450,SEDAN,57251.48,No
Sixt,Riyadh Al Thumama Station,30_days,Train,Porsche Tycan 4S Cross Turismo,SPECIAL_COUPE,61394.14,No
Sixt,Riyadh Olaya King Fahad Road,30_days,Downtown,Porsche Tycan 4S Cross Turismo,SPECIAL_COUPE,64611.96,No
Sixt,Riyadh Airport Terminal 5,30_days,Airport,Mercedes Benz 450,SEDAN,65580.96,No
Sixt,Riyadh Airport Terminal 3,30_days,Airport,Mercedes Benz 450,SEDAN,65580.96,No
Sixt,Riyadh Airport Terminal 5,30_days,Airport,Porsche Tycan 4S Cross Turismo,SPECIAL_COUPE,70325.35,No
Sixt,Riyadh Airport Terminal 3,30_days,Airport,Porsche Tycan 4S Cross Turismo,SPECIAL_COUPE,70325.35,No
Theeb,"Ar Riyadh, Malaz Riyadh",1_day,Downtown,Suzuki SUZUKI DZIRE GL -2023-1-A,Economy,110,Yes
Theeb,"Ar Riyadh, Malaz Riyadh",1_day,Downtown,Hyundai GRAND I10- GL SMART-1.2L-2023-1-A,Economy,110,Yes
Theeb,"Ar Riyadh, Malaz Riyadh",7_days,Downtown,Suzuki SUZUKI DZIRE GL -2023-1-A,Economy,110,Yes
Theeb,"Ar Riyadh, Malaz Riyadh",7_days,Downtown,Hyundai GRAND I10- GL SMART-1.2L-2023-1-A,Economy,110,Yes
Theeb,"Ar Riyadh, Malaz Riyadh",30_days,Downtown,Suzuki SUZUKI DZIRE GL -2023-1-A,Economy,110,Yes
Theeb,"Ar Riyadh, Malaz Riyadh",30_days,Downtown,Hyundai GRAND I10- GL SMART-1.2L-2023-1-A,Economy,110,Yes
Theeb,"Ar Riyadh, Al Sawadi Riyadh",1_day,Downtown,Suzuki SUZUKI DZIRE GL -2023-1-A,Economy,110,Yes
Theeb,"Ar Riyadh, Al Sawadi Riyadh",1_day,Downtown,Hyundai GRAND I10- GL SMART-1.2L-2023-1-A,Economy,110,Yes
Theeb,"Ar Riyadh, Al Sawadi Riyadh",7_days,Downtown,Suzuki SUZUKI DZIRE GL -2023-1-A,Economy,110,Yes
Theeb,"Ar Riyadh, Al Sawadi Riyadh",7_days,Downtown,Hyundai GRAND I10- GL SMART-1.2L-2023-1-A,Economy,110,Yes
Theeb,"Ar Riyadh, Al Sawadi Riyadh",30_days,Downtown,Suzuki SUZUKI DZIRE GL -2023-1-A,Economy,110,Yes
Theeb,"Ar Riyadh, Al Sawadi Riyadh",30_days,Downtown,Hyundai GRAND I10- GL SMART-1.2L-2023-1-A,Economy,110,Yes
Theeb,"Ar Riyadh, Um-Al-Hammam Riyadh",1_day,Downtown,Suzuki SUZUKI DZIRE GL -2023-1-A,Economy,110,Yes
Theeb,"Ar Riyadh, Um-Al-Hammam Riyadh",1_day,Downtown,Hyundai GRAND I10- GL SMART-1.2L-2023-1-A,Economy,110,Yes
Theeb,"Ar Riyadh, Um-Al-Hammam Riyadh",7_days,Downtown,Suzuki SUZUKI DZIRE GL -2023-1-A,Economy,110,Yes
Theeb,"Ar Riyadh, Um-Al-Hammam Riyadh",7_days,Downtown,Hyundai GRAND I10- GL SMART-1.2L-2023-1-A,Economy,110,Yes
Theeb,"Ar Riyadh, Um-Al-Hammam Riyadh",30_days,Downtown,Suzuki SUZUKI DZIRE GL -2023-1-A,Economy,110,Yes
Theeb,"Ar Riyadh, Um-Al-Hammam Riyadh",30_days,Downtown,Hyundai GRAND I10- GL SMART-1.2L-2023-1-A,Economy,110,Yes
Theeb,"Ar Riyadh, Eastern Ring Rd between Exit 12 & 13 - Marad",1_day,Downtown,Suzuki SUZUKI DZIRE GL -2023-1-A,Economy,110,Yes
Theeb,"Ar Riyadh, Eastern Ring Rd between Exit 12 & 13 - Marad",1_day,Downtown,Hyundai GRAND I10- GL SMART-1.2L-2023-1-A,Economy,110,Yes
Theeb,"Ar Riyadh, Eastern Ring Rd between Exit 12 & 13 - Marad",7_days,Downtown,Suzuki SUZUKI DZIRE GL -2023-1-A,Economy,110,Yes
Theeb,"Ar Riyadh, Eastern Ring Rd between Exit 12 & 13 - Marad",7_days,Downtown,Hyundai GRAND I10- GL SMART-1.2L-2023-1-A,Economy,110,Yes
Theeb,"Ar Riyadh, Eastern Ring Rd between Exit 12 & 13 - Marad",30_days,Downtown,Suzuki SUZUKI DZIRE GL -2023-1-A,Economy,110,Yes
Theeb,"Ar Riyadh, Eastern Ring Rd between Exit 12 & 13 - Marad",30_days,Downtown,Hyundai GRAND I10- GL SMART-1.2L-2023-1-A,Economy,110,Yes
Theeb,"Ar Riyadh, Al shifa Riyadh",1_day,Downtown,Suzuki SUZUKI DZIRE GL -2023-1-A,Economy,110,Yes
Theeb,"Ar Riyadh, Al shifa Riyadh",1_day,Downtown,Hyundai GRAND I10- GL SMART-1.2L-2023-1-A,Economy,110,Yes
Theeb,"Ar Riyadh, Al shifa Riyadh",7_days,Downtown,Suzuki SUZUKI DZIRE GL -2023-1-A,Economy,110,Yes
Theeb,"Ar Riyadh, Al shifa Riyadh",7_days,Downtown,Hyundai GRAND I10- GL SMART-1.2L-2023-1-A,Economy,110,Yes
Theeb,"Ar Riyadh, Al shifa Riyadh",30_days,Downtown,Suzuki SUZUKI DZIRE GL -2023-1-A,Economy,110,Yes
Theeb,"Ar Riyadh, Al shifa Riyadh",30_days,Downtown,Hyundai GRAND I10- GL SMART-1.2L-2023-1-A,Economy,110,Yes
Theeb,"Ar Riyadh, Yassmen Riyadh",1_day,Downtown,Suzuki SUZUKI DZIRE GL -2023-1-A,Economy,110,Yes
Theeb,"Ar Riyadh, Yassmen Riyadh",1_day,Downtown,Hyundai GRAND I10- GL SMART-1.2L-2023-1-A,Economy,110,Yes
Theeb,"Ar Riyadh, Yassmen Riyadh",7_days,Downtown,Suzuki SUZUKI DZIRE GL -2023-1-A,Economy,110,Yes
Theeb,"Ar Riyadh, Yassmen Riyadh",7_days,Downtown,Hyundai GRAND I10- GL SMART-1.2L-2023-1-A,Economy,110,Yes
Theeb,"Ar Riyadh, Yassmen Riyadh",30_days,Downtown,Suzuki SUZUKI DZIRE GL -2023-1-A,Economy,110,Yes
Theeb,"Ar Riyadh, Yassmen Riyadh",30_days,Downtown,Hyundai GRAND I10- GL SMART-1.2L-2023-1-A,Economy,110,Yes
Theeb,"Ar Riyadh, Al Tawon Riyadh",1_day,Downtown,Suzuki SUZUKI DZIRE GL -2023-1-A,Economy,110,Yes
Theeb,"Ar Riyadh, Al Tawon Riyadh",1_day,Downtown,Hyundai GRAND I10- GL SMART-1.2L-2023-1-A,Economy,110,Yes
Theeb,"Ar Riyadh, Al Tawon Riyadh",7_days,Downtown,Suzuki SUZUKI DZIRE GL -2023-1-A,Economy,110,Yes
Theeb,"Ar Riyadh, Al Tawon Riyadh",7_days,Downtown,Hyundai GRAND I10- GL SMART-1.2L-2023-1-A,Economy,110,Yes
Theeb,"Ar Riyadh, Al Tawon Riyadh",30_days,Downtown,Suzuki SUZUKI DZIRE GL -2023-1-A,Economy,110,Yes
Theeb,"Ar Riyadh, Al Tawon Riyadh",30_days,Downtown,Hyundai GRAND I10- GL SMART-1.2L-2023-1-A,Economy,110,Yes
Theeb,"Jeddah, Madina Road 2 Jeddah",1_day,Downtown,Suzuki SUZUKI DZIRE GL -2023-1-A,Economy,110,Yes
Theeb,"Jeddah, Madina Road 2 Jeddah",1_day,Downtown,Hyundai GRAND I10- GL SMART-1.2L-2023-1-A,Economy,110,Yes
Theeb,"Jeddah, Madina Road 2 Jeddah",7_days,Downtown,Suzuki SUZUKI DZIRE GL -2023-1-A,Economy,110,Yes
Theeb,"Jeddah, Madina Road 2 Jeddah",7_days,Downtown,Hyundai GRAND I10- GL SMART-1.2L-2023-1-A,Economy,110,Yes
Theeb,"Jeddah, Madina Road 2 Jeddah",30_days,Downtown,Suzuki SUZUKI DZIRE GL -2023-1-A,Economy,110,Yes
Theeb,"Jeddah, Madina Road 2 Jeddah",30_days,Downtown,Hyundai GRAND I10- GL SMART-1.2L-2023-1-A,Economy,110,Yes
Theeb,"Madina Al Munawara, Airport Madina Munawara",1_day,Airport,Suzuki SUZUKI DZIRE GL -2023-1-A,Economy,110,Yes
Theeb,"Madina Al Munawara, Airport Madina Munawara",1_day,Airport,Hyundai GRAND I10- GL SMART-1.2L-2023-1-A,Economy,110,Yes
Theeb,"Madina Al Munawara, Airport Madina Munawara",7_days,Airport,Suzuki SUZUKI DZIRE GL -2023-1-A,Economy,110,Yes
Theeb,"Madina Al Munawara, Airport Madina Munawara",7_days,Airport,Hyundai GRAND I10- GL SMART-1.2L-2023-1-A,Economy,110,Yes
Theeb,"Madina Al Munawara, Airport Madina Munawara",30_days,Airport,Suzuki SUZUKI DZIRE GL -2023-1-A,Economy,110,Yes
Theeb,"Madina Al Munawara, Airport Madina Munawara",30_days,Airport,Hyundai GRAND I10- GL SMART-1.2L-2023-1-A,Economy,110,Yes
Theeb,"Jeddah, Al bugdadia Jeddah",1_day,Downtown,Suzuki SUZUKI DZIRE GL -2023-1-A,Economy,110,Yes
Theeb,"Jeddah, Al bugdadia Jeddah",1_day,Downtown,Hyundai GRAND I10- GL SMART-1.2L-2023-1-A,Economy,110,Yes
Theeb,"Jeddah, Al bugdadia Jeddah",7_days,Downtown,Suzuki SUZUKI DZIRE GL -2023-1-A,Economy,110,Yes
Theeb,"Jeddah, Al bugdadia Jeddah",7_days,Downtown,Hyundai GRAND I10- GL SMART-1.2L-2023-1-A,Economy,110,Yes
Theeb,"Jeddah, Al bugdadia Jeddah",30_days,Downtown,Suzuki SUZUKI DZIRE GL -2023-1-A,Economy,110,Yes
Theeb,"Jeddah, Al bugdadia Jeddah",30_days,Downtown,Hyundai GRAND I10- GL SMART-1.2L-2023-1-A,Economy,110,Yes
Theeb,"Yanbu, Yanbu",1_day,Downtown,Suzuki SUZUKI DZIRE GL -2023-1-A,Economy,110,Yes
Theeb,"Yanbu, Yanbu",1_day,Downtown,Hyundai GRAND I10- GL SMART-1.2L-2023-1-A,Economy,110,Yes
Theeb,"Yanbu, Yanbu",7_days,Downtown,Suzuki SUZUKI DZIRE GL -2023-1-A,Economy,110,Yes
Theeb,"Yanbu, Yanbu",7_days,Downtown,Hyundai GRAND I10- GL SMART-1.2L-2023-1-A,Economy,110,Yes
Theeb,"Yanbu, Yanbu",30_days,Downtown,Suzuki SUZUKI DZIRE GL -2023-1-A,Economy,110,Yes
Theeb,"Yanbu, Yanbu",30_days,Downtown,Hyundai GRAND I10- GL SMART-1.2L-2023-1-A,Economy,110,Yes
Theeb,"Dammam, Ad Dammam",1_day,Downtown,Suzuki SUZUKI DZIRE GL -2023-1-A,Economy,110,Yes
Theeb,"Dammam, Ad Dammam",1_day,Downtown,Hyundai GRAND I10- GL SMART-1.2L-2023-1-A,Economy,110,Yes
Theeb,"Dammam, Ad Dammam",7_days,Downtown,Suzuki SUZUKI DZIRE GL -2023-1-A,Economy,110,Yes
Theeb,"Dammam, Ad Dammam",7_days,Downtown,Hyundai GRAND I10- GL SMART-1.2L-2023-1-A,Economy,110,Yes
Theeb,"Dammam, Ad Dammam",30_days,Downtown,Suzuki SUZUKI DZIRE GL -2023-1-A,Economy,110,Yes
Theeb,"Dammam, Ad Dammam",30_days,Downtown,Hyundai GRAND I10- GL SMART-1.2L-2023-1-A,Economy,110,Yes
Theeb,"Dammam, Al khobar",1_day,Downtown,Suzuki SUZUKI DZIRE GL -2023-1-A,Economy,110,Yes
Theeb,"Dammam, Al khobar",1_day,Downtown,Hyundai GRAND I10- GL SMART-1.2L-2023-1-A,Economy,110,Yes
Theeb,"Dammam, Al khobar",7_days,Downtown,Suzuki SUZUKI DZIRE GL -2023-1-A,Economy,110,Yes
Theeb,"Dammam, Al khobar",7_days,Downtown,Hyundai GRAND I10- GL SMART-1.2L-2023-1-A,Economy,110,Yes
Theeb,"Dammam, Al khobar",30_days,Downtown,Suzuki SUZUKI DZIRE GL -2023-1-A,Economy,110,Yes
Theeb,"Dammam, Al khobar",30_days,Downtown,Hyundai GRAND I10- GL SMART-1.2L-2023-1-A,Economy,110,Yes
Theeb,"Dammam, Airport Dammam",1_day,Airport,Suzuki SUZUKI DZIRE GL -2023-1-A,Economy,110,Yes
Theeb,"Dammam, Airport Dammam",1_day,Airport,Hyundai GRAND I10- GL SMART-1.2L-2023-1-A,Economy,110,Yes
Theeb,"Dammam, Airport Dammam",7_days,Airport,Suzuki SUZUKI DZIRE GL -2023-1-A,Economy,110,Yes
Theeb,"Dammam, Airport Dammam",7_days,Airport,Hyundai GRAND I10- GL SMART-1.2L-2023-1-A,Economy,110,Yes
Theeb,"Dammam, Airport Dammam",30_days,Airport,Suzuki SUZUKI DZIRE GL -2023-1-A,Economy,110,Yes
Theeb,"Dammam, Airport Dammam",30_days,Airport,Hyundai GRAND I10- GL SMART-1.2L-2023-1-A,Economy,110,Yes
Theeb,"Al Hasa, Al Hassa",1_day,Downtown,Suzuki SUZUKI DZIRE GL -2023-1-A,Economy,110,Yes
Theeb,"Al Hasa, Al Hassa",1_day,Downtown,Hyundai GRAND I10- GL SMART-1.2L-2023-1-A,Economy,110,Yes
Theeb,"Al Hasa, Al Hassa",7_days,Downtown,Suzuki SUZUKI DZIRE GL -2023-1-A,Economy,110,Yes
Theeb,"Al Hasa, Al Hassa",7_days,Downtown,Hyundai GRAND I10- GL SMART-1.2L-2023-1-A,Economy,110,Yes
Theeb,"Al Hasa, Al Hassa",30_days,Downtown,Suzuki SUZUKI DZIRE GL -2023-1-A,Economy,110,Yes
Theeb,"Al Hasa, Al Hassa",30_days,Downtown,Hyundai GRAND I10- GL SMART-1.2L-2023-1-A,Economy,110,Yes
Theeb,"Jubail, Jubail Industrial",1_day,Downtown,Suzuki SUZUKI DZIRE GL -2023-1-A,Economy,110,Yes
Theeb,"Jubail, Jubail Industrial",1_day,Downtown,Hyundai GRAND I10- GL SMART-1.2L-2023-1-A,Economy,110,Yes
Theeb,"Jubail, Jubail Industrial",7_days,Downtown,Suzuki SUZUKI DZIRE GL -2023-1-A,Economy,110,Yes
Theeb,"Jubail, Jubail Industrial",7_days,Downtown,Hyundai GRAND I10- GL SMART-1.2L-2023-1-A,Economy,110,Yes
Theeb,"Jubail, Jubail Industrial",30_days,Downtown,Suzuki SUZUKI DZIRE GL -2023-1-A,Economy,110,Yes
Theeb,"Jubail, Jubail Industrial",30_days,Downtown,Hyundai GRAND I10- GL SMART-1.2L-2023-1-A,Economy,110,Yes
Theeb,"Abha, Airport Abha",1_day,Airport,Suzuki SUZUKI DZIRE GL -2023-1-A,Economy,110,Yes
Theeb,"Abha, Airport Abha",1_day,Airport,Hyundai GRAND I10- GL SMART-1.2L-2023-1-A,Economy,110,Yes
Theeb,"Abha, Airport Abha",7_days,Airport,Suzuki SUZUKI DZIRE GL -2023-1-A,Economy,110,Yes
Theeb,"Abha, Airport Abha",7_days,Airport,Hyundai GRAND I10- GL SMART-1.2L-2023-1-A,Economy,110,Yes
Theeb,"Abha, Airport Abha",30_days,Airport,Suzuki SUZUKI DZIRE GL -2023-1-A,Economy,110,Yes
Theeb,"Abha, Airport Abha",30_days,Airport,Hyundai GRAND I10- GL SMART-1.2L-2023-1-A,Economy,110,Yes
Theeb,"Al Hasa, Mubaraz Al Hassa",1_day,Downtown,Suzuki SUZUKI DZIRE GL -2023-1-A,Economy,110,Yes
Theeb,"Al Hasa, Mubaraz Al Hassa",1_day,Downtown,Hyundai GRAND I10- GL SMART-1.2L-2023-1-A,Economy,110,Yes
Theeb,"Al Hasa, Mubaraz Al Hassa",7_days,Downtown,Suzuki SUZUKI DZIRE GL -2023-1-A,Economy,110,Yes
Theeb,"Al Hasa, Mubaraz Al Hassa",7_days,Downtown,Hyundai GRAND I10- GL SMART-1.2L-2023-1-A,Economy,110,Yes
Theeb,"Al Hasa, Mubaraz Al Hassa",30_days,Downtown,Suzuki SUZUKI DZIRE GL -2023-1-A,Economy,110,Yes
Theeb,"Al Hasa, Mubaraz Al Hassa",30_days,Downtown,Hyundai GRAND I10- GL SMART-1.2L-2023-1-A,Economy,110,Yes
Theeb,"Taif, Airport Taif",1_day,Airport,Suzuki SUZUKI DZIRE GL -2023-1-A,Economy,110,Yes
Theeb,"Taif, Airport Taif",1_day,Airport,Hyundai GRAND I10- GL SMART-1.2L-2023-1-A,Economy,110,Yes
Theeb,"Taif, Airport Taif",7_days,Airport,Suzuki SUZUKI DZIRE GL -2023-1-A,Economy,110,Yes
Theeb,"Taif, Airport Taif",7_days,Airport,Hyundai GRAND I10- GL SMART-1.2L-2023-1-A,Economy,110,Yes
Theeb,"Taif, Airport Taif",30_days,Airport,Suzuki SUZUKI DZIRE GL -2023-1-A,Economy,110,Yes
Theeb,"Taif, Airport Taif",30_days,Airport,Hyundai GRAND I10- GL SMART-1.2L-2023-1-A,Economy,110,Yes
Theeb,"Jizan, Airport Jazan",1_day,Airport,Suzuki SUZUKI DZIRE GL -2023-1-A,Economy,110,Yes
Theeb,"Jizan, Airport Jazan",1_day,Airport,Hyundai GRAND I10- GL SMART-1.2L-2023-1-A,Economy,110,Yes
Theeb,"Jizan, Airport Jazan",7_days,Airport,Suzuki SUZUKI DZIRE GL -2023-1-A,Economy,110,Yes
Theeb,"Jizan, Airport Jazan",7_days,Airport,Hyundai GRAND I10- GL SMART-1.2L-2023-1-A,Economy,110,Yes
Theeb,"Jizan, Airport Jazan",30_days,Airport,Suzuki SUZUKI DZIRE GL -2023-1-A,Economy,110,Yes
Theeb,"Jizan, Airport Jazan",30_days,Airport,Hyundai GRAND I10- GL SMART-1.2L-2023-1-A,Economy,110,Yes
Theeb,"Al Baha, Airport Al baha",1_day,Airport,Suzuki SUZUKI DZIRE GL -2023-1-A,Economy,110,Yes
Theeb,"Al Baha, Airport Al baha",1_day,Airport,Hyundai GRAND I10- GL SMART-1.2L-2023-1-A,Economy,110,Yes
Theeb,"Al Baha, Airport Al baha",7_days,Airport,Suzuki SUZUKI DZIRE GL -2023-1-A,Economy,110,Yes
Theeb,"Al Baha, Airport Al baha",7_days,Airport,Hyundai GRAND I10- GL SMART-1.2L-2023-1-A,Economy,110,Yes
Theeb,"Al Baha, Airport Al baha",30_days,Airport,Suzuki SUZUKI DZIRE GL -2023-1-A,Economy,110,Yes
Theeb,"Al Baha, Airport Al baha",30_days,Airport,Hyundai GRAND I10- GL SMART-1.2L-2023-1-A,Economy,110,Yes
Theeb,"Tabuk, Tabuk City",1_day,Downtown,Suzuki SUZUKI DZIRE GL -2023-1-A,Economy,110,Yes
Theeb,"Tabuk, Tabuk City",1_day,Downtown,Hyundai GRAND I10- GL SMART-1.2L-2023-1-A,Economy,110,Yes
Theeb,"Tabuk, Tabuk City",7_days,Downtown,Suzuki SUZUKI DZIRE GL -2023-1-A,Economy,110,Yes
Theeb,"Tabuk, Tabuk City",7_days,Downtown,Hyundai GRAND I10- GL SMART-1.2L-2023-1-A,Economy,110,Yes
Theeb,"Tabuk, Tabuk City",30_days,Downtown,Suzuki SUZUKI DZIRE GL -2023-1-A,Economy,110,Yes
Theeb,"Tabuk, Tabuk City",30_days,Downtown,Hyundai GRAND I10- GL SMART-1.2L-2023-1-A,Economy,110,Yes
Theeb,"Najran, Airport Najran",1_day,Airport,Suzuki SUZUKI DZIRE GL -2023-1-A,Economy,110,Yes
